	SrcEntity	TgtEntity	Score
20	https://saref.etsi.org/core/Measurement	http://www.w3.org/ns/sosa/Observation	1.0
21	https://saref.etsi.org/saref4bldg/FlowTerminal	https://w3id.org/sbeo#TurnPoint	1.0
22	https://saref.etsi.org/saref4bldg/Burner	https://w3id.org/sbeo#EndPoint	1.0
23	https://saref.etsi.org/saref4bldg/CoolingTower	https://w3id.org/sbeo#VerticalMovingPavement	1.0
24	https://saref.etsi.org/saref4bldg/CooledBeam	https://w3id.org/sbeo#BuildingExit	1.0
25	https://saref.etsi.org/saref4bldg/Controller	https://w3id.org/seas/Balcony	1.0
26	https://saref.etsi.org/saref4bldg/Engine	https://w3id.org/sbeo#Classroom	1.0
27	https://saref.etsi.org/saref4bldg/BuildingDevice	https://w3id.org/seas/BuildingSpatialStructure	1.0
28	https://saref.etsi.org/core/UnitOfMeasure	https://w3id.org/seas/SiteOfBuilding	1.0
29	https://saref.etsi.org/saref4bldg/FlowController	https://w3id.org/sbeo#MotorisedWheelchairPerson	1.0
30	https://saref.etsi.org/saref4bldg/FlowTreatmentDevice	https://w3id.org/sbeo#FireProtectionDevice	1.0
31	https://saref.etsi.org/saref4bldg/ShadingDevice	https://w3id.org/sbeo#AlertingDevice	1.0
32	https://saref.etsi.org/saref4bldg/Fan	https://w3id.org/seas/IndustrialBuilding	1.0
33	https://saref.etsi.org/saref4bldg/AirToAirHeatRecovery	https://w3id.org/sbeo#PersonAccessibility	1.0
34	https://saref.etsi.org/saref4bldg/Boiler	https://w3id.org/seas/SwimmingPool	1.0
35	https://saref.etsi.org/saref4bldg/PhysicalObject	https://w3id.org/sbeo#PhysicallyImpairedPerson	1.0
36	https://saref.etsi.org/saref4bldg/SpaceHeater	https://w3id.org/sbeo#SpaceSafety	1.0
37	https://saref.etsi.org/saref4bldg/FlowMeter	https://w3id.org/sbeo#LowVisionPerson	1.0
38	https://saref.etsi.org/saref4bldg/Pump	https://w3id.org/sbeo#TerroristAttack	1.0
39	https://saref.etsi.org/saref4bldg/MedicalDevice	https://w3id.org/sbeo#MovableDevice	1.0
40	https://saref.etsi.org/saref4bldg/Actuator	https://w3id.org/sbeo#LowStaminaPerson	1.0
41	https://saref.etsi.org/core/Property	https://w3id.org/sbeo#Intensity	1.0
42	https://saref.etsi.org/saref4bldg/ElectricTimeControl	https://w3id.org/sbeo#MobilityWithAssistedDevicePerson	1.0
43	https://saref.etsi.org/saref4bldg/Compressor	https://w3id.org/seas/MercantileBuilding	1.0
44	https://saref.etsi.org/saref4bldg/SanitaryTerminal	https://w3id.org/sbeo#PointOfInterestSegment	1.0
45	https://saref.etsi.org/saref4bldg/ElectricGenerator	https://w3id.org/sbeo#EmergencyActivity	1.0
46	https://saref.etsi.org/saref4bldg/Transformer	https://w3id.org/sbeo#PersonAbility	1.0
47	https://saref.etsi.org/saref4bldg/UnitaryControlElement	https://w3id.org/sbeo#EscortSupportedWheelchairPerson	1.0
48	https://saref.etsi.org/saref4bldg/Alarm	https://w3id.org/sbeo#EmergencyEvacuation	1.0
49	https://saref.etsi.org/saref4bldg/Interceptor	https://w3id.org/sbeo#Ramp	1.0
50	https://saref.etsi.org/saref4bldg/FlowStorageDevice	https://w3id.org/sbeo#IncidentProtectionDevice	1.0
51	https://saref.etsi.org/saref4bldg/ProtectiveDevice	https://w3id.org/sbeo#SensorEvent	1.0
52	https://saref.etsi.org/saref4bldg/FlowMovingDevice	https://w3id.org/sbeo#MobilityWithWheelchairPerson	1.0
53	https://saref.etsi.org/saref4bldg/FlowInstrument	https://w3id.org/sbeo#Congestion	1.0
54	https://saref.etsi.org/saref4bldg/ElectricAppliance	https://w3id.org/sbeo#EmergencyEvacuationGroup	1.0
55	https://saref.etsi.org/saref4bldg/DistributionDevice	https://w3id.org/sbeo#HandheldDevice	1.0
56	https://saref.etsi.org/saref4bldg/Damper	https://w3id.org/sbeo#TravelTime	1.0
57	https://saref.etsi.org/saref4bldg/SolarDevice	https://w3id.org/seas/EducationalBuilding	1.0
58	https://saref.etsi.org/saref4bldg/BuildingObject	https://w3id.org/seas/AssemblyBuilding	1.0
59	https://saref.etsi.org/saref4bldg/Chiller	https://w3id.org/sbeo#TransitionPoint	1.0
60	https://saref.etsi.org/saref4bldg/EnergyConversionDevice	https://w3id.org/sbeo#PassiveFireProtectionDevice	1.0
61	https://saref.etsi.org/saref4bldg/Lamp	https://w3id.org/sbeo#FireDoor	1.0
62	https://saref.etsi.org/saref4bldg/Sensor	http://www.w3.org/ns/sosa/Sensor	1.0
63	https://saref.etsi.org/saref4bldg/Valve	https://w3id.org/sbeo#MotionState	1.0
64	https://saref.etsi.org/saref4bldg/Filter	https://w3id.org/sbeo#EventImpact	1.0
65	https://saref.etsi.org/saref4bldg/TransportElement	https://w3id.org/sbeo#RouteElement	1.0
66	https://saref.etsi.org/saref4bldg/DistributionControlDevice	https://w3id.org/sbeo#ActiveFireProtectionDevice	1.0
67	https://saref.etsi.org/saref4bldg/EvaporativeCooler	https://w3id.org/sbeo#NavigationalPoint	1.0
68	https://saref.etsi.org/saref4bldg/Humidifier	https://w3id.org/sbeo#HorizontalMovingPavement	1.0
